# x, diffusivity, rel diff, damping coeff
2.759153564453125000e+03,1.931837338679393690e-06,3.408133066030311298e+00,9.998871613307591666e-01
2.769341064453125000e+03,1.924757256360760792e-06,3.762137181961956234e+00,9.998889168349042178e-01
2.779566162109375000e+03,1.918835949788380592e-06,4.058202510580965594e+00,9.998907256866648163e-01
2.789829101562500000e+03,1.911732748188655885e-06,4.413362590567201593e+00,9.998925078121941867e-01
2.800130126953125000e+03,1.904847678009754545e-06,4.757616099512268271e+00,9.998943059021883073e-01
2.810468994140625000e+03,1.897394805150860100e-06,5.130259742456990679e+00,9.998961351052880753e-01
2.820845703125000000e+03,1.890247475756815972e-06,5.487626212159196548e+00,9.998979505262192147e-01
2.829522460937500000e+03,1.884196174540587851e-06,5.790191272970603542e+00,9.998995166465366458e-01
2.839969482421875000e+03,1.876740020876420625e-06,6.162998956178964427e+00,9.999013524649874585e-01
2.850455566406250000e+03,1.869433259623926899e-06,6.528337018803650693e+00,9.999031993465818946e-01
2.859223388671875000e+03,1.863273250619882817e-06,6.836337469005854039e+00,9.999047435571288833e-01
2.869780273437500000e+03,1.855912971204224968e-06,7.204351439788747591e+00,9.999065869393796158e-01
2.880376220703125000e+03,1.849823446751834263e-06,7.508827662408282144e+00,9.999084413902056268e-01
2.889235839843750000e+03,1.843776516442173405e-06,7.811174177891325066e+00,9.999100397479162572e-01
2.899903564453125000e+03,1.836568807370748175e-06,8.171559631462587348e+00,9.999119083191860824e-01
